codigo_del_sitio,tipo_de_mueble,tipo_de_anuncio,disponible,estado,municipio,zm,nivel_socioeconomico_ab,nivel_socioeconomico_c_mas,nivel_socioeconomico_c,nivel_socioeconomico_d,nivel_socioeconomico_e,nivel_socioeconomico_d_mas,cero_catorce,quince_diecinueve,veinte_veinticuatro,veinticinco_treintaycuatro,treintaycinco_cuarentaycuatro,cuarentaycinco_sesentaycuatro,sesentaycinco_mas,per_muj,per_hom,frecuencia_catorcenal,frecuencia_mensual,exposicion_promedio_catorcenal,impactos_catorcenal,alcance_vehiculos_catorcenal,id_fourteen,mes,impactos_mensuales,alcance_mensual,impactos_mensuales_prom_min_max,alcance_mensuales_prom_min_max,name,fecha_uso_inicio,fecha_uso_fin
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,1125,65031.0,2025-17,2025-08,2244.0,99753.0,2244,99753.0,campania_9,2025-07-01,2025-12-31
PRUEBA-MEX-054,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.133804068,0.2958641052,0.2390874624,0.06431829184,0.005943683907,0.2609823644,0.1478818467,0.05184635674,0.06469434511,0.1963698462,0.1831836973,0.2464852435,0.1095386644,0.4755946994,0.5244053006,16.77665329,21.80134392,23.56007576,1544,92047.0,2025-01,2025-01,3040.0,139482.0,3040,139482.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-054,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.133804068,0.2958641052,0.2390874624,0.06431829184,0.005943683907,0.2609823644,0.1478818467,0.05184635674,0.06469434511,0.1963698462,0.1831836973,0.2464852435,0.1095386644,0.4755946994,0.5244053006,16.77665329,21.80134392,23.56007576,1293,77100.0,2024-23,2024-11,2595.0,119065.0,2595,119065.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-059,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2110297084,0.3097261786,0.191160962,0.0550397113,0.003421672853,0.2296217531,0.1465795684,0.05422026403,0.06664867782,0.1774331258,0.1721009094,0.2581030358,0.1249144187,0.481248498,0.518751502,9.513913155,12.36337662,23.49625587,1006,105794.0,2024-23,2024-11,2485.0,201034.0,2485,201034.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-054,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.133804068,0.2958641052,0.2390874624,0.06431829184,0.005943683907,0.2609823644,0.1478818467,0.05184635674,0.06469434511,0.1963698462,0.1831836973,0.2464852435,0.1095386644,0.4755946994,0.5244053006,16.77665329,21.80134392,23.56007576,1291,76958.0,2024-22,2024-10,2695.0,123640.0,2695,123640.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-054,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.133804068,0.2958641052,0.2390874624,0.06431829184,0.005943683907,0.2609823644,0.1478818467,0.05184635674,0.06469434511,0.1963698462,0.1831836973,0.2464852435,0.1095386644,0.4755946994,0.5244053006,16.77665329,21.80134392,23.56007576,1302,77625.0,2024-24,2024-11,2595.0,119065.0,2595,119065.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX083,Pantalla Digital,Digital,Sí,Mexico,Naucalpan de Juarez,Valle de Mexico,0.200044021,0.2075299025,0.1114707217,0.1821323484,0.01321284659,0.2856101394,0.1675672176,0.06664243064,0.07342768783,0.1457772045,0.1514320005,0.2646250305,0.1305284284,0.454896152,0.545103848,13.71188736,17.81866646,20.1785717,2763,201518.0,2025-01,2025-01,5686.0,319111.0,5686,319111.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX083,Pantalla Digital,Digital,Sí,Mexico,Naucalpan de Juarez,Valle de Mexico,0.200044021,0.2075299025,0.1114707217,0.1821323484,0.01321284659,0.2856101394,0.1675672176,0.06664243064,0.07342768783,0.1457772045,0.1514320005,0.2646250305,0.1305284284,0.454896152,0.545103848,13.71188736,17.81866646,20.1785717,2606,190115.0,2024-21,2024-10,4970.0,278968.0,4970,278968.0,campania_10,2024-10-01,2024-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,791616,45726.0,2025-14,2025-07,1729.0,76880.0,1729,76880.0,campania_9,2025-07-01,2025-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,991228,57257.0,2025-20,2025-09,1811.0,80519.0,1811,80519.0,campania_9,2025-07-01,2025-12-31
PRUEBA-MEX083,Pantalla Digital,Digital,Sí,Mexico,Naucalpan de Juarez,Valle de Mexico,0.200044021,0.2075299025,0.1114707217,0.1821323484,0.01321284659,0.2856101394,0.1675672176,0.06664243064,0.07342768783,0.1457772045,0.1514320005,0.2646250305,0.1305284284,0.454896152,0.545103848,13.71188736,17.81866646,20.1785717,2426,176951.0,2024-24,2024-11,4598.0,258046.0,4598,258046.0,campania_10,2024-10-01,2024-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,820204,47378.0,2025-19,2025-09,1811.0,80519.0,1811,80519.0,campania_9,2025-07-01,2025-12-31
PRUEBA-MEX-059,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2110297084,0.3097261786,0.191160962,0.0550397113,0.003421672853,0.2296217531,0.1465795684,0.05422026403,0.06664867782,0.1774331258,0.1721009094,0.2581030358,0.1249144187,0.481248498,0.518751502,9.513913155,12.36337662,23.49625587,1467,154242.0,2025-01,2025-01,2741.0,221761.0,2741,221761.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-054,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Cuauhtemoc,Valle de Mexico,0.133804068,0.2958641052,0.2390874624,0.06431829184,0.005943683907,0.2609823644,0.1478818467,0.05184635674,0.06469434511,0.1963698462,0.1831836973,0.2464852435,0.1095386644,0.4755946994,0.5244053006,16.77665329,21.80134392,23.56007576,1404,83713.0,2024-21,2024-10,2695.0,123640.0,2695,123640.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX083,Pantalla Digital,Digital,Sí,Mexico,Naucalpan de Juarez,Valle de Mexico,0.200044021,0.2075299025,0.1114707217,0.1821323484,0.01321284659,0.2856101394,0.1675672176,0.06664243064,0.07342768783,0.1457772045,0.1514320005,0.2646250305,0.1305284284,0.454896152,0.545103848,13.71188736,17.81866646,20.1785717,2171,158381.0,2024-23,2024-11,4598.0,258046.0,4598,258046.0,campania_10,2024-10-01,2024-12-31
PRUEBA-MEX-059,Pantalla Digital,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2110297084,0.3097261786,0.191160962,0.0550397113,0.003421672853,0.2296217531,0.1465795684,0.05422026403,0.06664867782,0.1774331258,0.1721009094,0.2581030358,0.1249144187,0.481248498,0.518751502,9.513913155,12.36337662,23.49625587,1326,139424.0,2024-22,2024-10,2762.0,223457.0,2762,223457.0,campania_10,2024-10-01,2024-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,937944,54179.0,2025-15,2025-07,1729.0,76880.0,1729,76880.0,campania_9,2025-07-01,2025-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,1118,64599.0,2025-18,2025-08,2244.0,99753.0,2244,99753.0,campania_9,2025-07-01,2025-12-31
PRUEBA-011-00134-2,Espectacular o Cartelera,Tradicional,Sí,Sonora,Hermosillo,Hermosillo,0.358818531,0.3290413916,0.1153507903,0.04874736443,0.01007321011,0.137968719,0.206600248,0.08119804934,0.08652299236,0.1554456026,0.1477242258,0.2312516758,0.09125720606,0.4364355505,0.5635644197,17.31183052,22.49681091,29.26324844,953414,55072.0,2025-21,2025-10,953414.0,42379.0,953414,42379.0,campania_9,2025-07-01,2025-12-31
PRUEBA-DDAOB019 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.275241673,0.2268662453,0.1176637784,0.1349264532,0.007343531586,0.237958312,0.1897922046,0.07213371915,0.07999179008,0.1619554282,0.1555780758,0.2473698003,0.09317898186,0.4677408636,0.5322591662,8.654728889,11.24686337,6.304808617,375928,43436.0,2024-23,2024-11,718284.0,63865.0,718284,63865.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG006 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1404721141,0.2477014661,0.2939921021,0.04539357871,0.003802842461,0.2686378956,0.1573921612,0.05579231958,0.06725525455,0.1845397771,0.1753845895,0.2521740412,0.1074618569,0.4788841903,0.5211157799,15.00940609,19.50479698,6.346987724,634368,42264.0,2025-01,2025-01,1075.0,55142.0,1075,55142.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB019 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.275241673,0.2268662453,0.1176637784,0.1349264532,0.007343531586,0.237958312,0.1897922046,0.07213371915,0.07999179008,0.1619554282,0.1555780758,0.2473698003,0.09317898186,0.4677408636,0.5322591662,8.654728889,11.24686337,6.304808617,326578,37734.0,2025-01,2025-01,761404.0,67699.0,761404,67699.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP017 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.2778439522,0.2876442671,0.1409484297,0.07631430775,0.003229910973,0.2140191197,0.1929627637,0.07075146027,0.07897088785,0.1644796198,0.1581768585,0.2439990343,0.09065937557,0.4696533978,0.530346632,7.335848331,9.532971382,10.80970955,133966,18261.0,2024-25,2024-12,279538.0,29323.0,279538,29323.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ026 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2161484957,0.3506014347,0.1792467088,0.04894233495,0.004819924477,0.2002411038,0.1343454738,0.04881601129,0.0629729094,0.1913866782,0.181775591,0.2553749951,0.1253283412,0.48446998,0.5155300498,15.33203411,19.92405319,6.868089676,336196,21927.0,2024-23,2024-11,751352.0,37710.0,751352,37710.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP017 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.2778439522,0.2876442671,0.1409484297,0.07631430775,0.003229910973,0.2140191197,0.1929627637,0.07075146027,0.07897088785,0.1644796198,0.1581768585,0.2439990343,0.09065937557,0.4696533978,0.530346632,7.335848331,9.532971382,10.80970955,145572,19843.0,2024-26,2024-12,279538.0,29323.0,279538,29323.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ016 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.2737202644,0.3662273884,0.1578265876,0.02212577872,0.001956424443,0.178143546,0.1322172039,0.0488502657,0.06362296243,0.1818941492,0.1750634012,0.2629804375,0.1353715801,0.4855874777,0.5144125223,15.33203411,19.92405319,6.868089676,447874,29211.0,2025-01,2025-01,873754.0,43854.0,873754,43854.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB019 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.275241673,0.2268662453,0.1176637784,0.1349264532,0.007343531586,0.237958312,0.1897922046,0.07213371915,0.07999179008,0.1619554282,0.1555780758,0.2473698003,0.09317898186,0.4677408636,0.5322591662,8.654728889,11.24686337,6.304808617,423066,48882.0,2024-25,2024-12,851774.0,75734.0,851774,75734.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG008 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,9.515817642,12.3658514,6.908964634,412692,43369.0,2025-01,2025-01,794234.0,64228.0,794234,64228.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG006 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1404721141,0.2477014661,0.2939921021,0.04539357871,0.003802842461,0.2686378956,0.1573921612,0.05579231958,0.06725525455,0.1845397771,0.1753845895,0.2521740412,0.1074618569,0.4788841903,0.5211157799,15.00940609,19.50479698,6.346987724,293174,19532.0,2024-23,2024-11,746242.0,38259.0,746242,38259.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG006 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1404721141,0.2477014661,0.2939921021,0.04539357871,0.003802842461,0.2686378956,0.1573921612,0.05579231958,0.06725525455,0.1845397771,0.1753845895,0.2521740412,0.1074618569,0.4788841903,0.5211157799,15.00940609,19.50479698,6.346987724,538734,35893.0,2024-26,2024-12,1133.0,58128.0,1133,58128.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG032 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.4680912793,0.1826874167,0.09372399747,0.08203712106,0.007291682065,0.1661685258,0.185697498,0.06762724617,0.07767256586,0.1598720681,0.1575343672,0.2490444113,0.1025518434,0.4751045406,0.5248954892,10.2495594,13.3193531,25.92000008,106792,10419.0,2025-01,2025-01,252714.0,18973.0,252714,18973.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,157654,16500.0,2024-25,2024-12,306306.0,24669.0,306306,24669.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG007 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,12.01711655,15.61630249,13.00648689,142660,11871.0,2025-01,2025-01,322098.0,20625.0,322098,20625.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB021 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.3613912463,0.3104949594,0.1503882706,0.02552093752,0.0014089623,0.1507956237,0.1319260149,0.05433447497,0.07036741501,0.1707699756,0.1618602962,0.2679785002,0.1427633231,0.4888226092,0.511177361,12.27887249,15.95645523,6.036065102,327614,26681.0,2024-24,2024-11,731850.0,45865.0,731850,45865.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG032 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.4680912793,0.1826874167,0.09372399747,0.08203712106,0.007291682065,0.1661685258,0.185697498,0.06762724617,0.07767256586,0.1598720681,0.1575343672,0.2490444113,0.1025518434,0.4751045406,0.5248954892,10.2495594,13.3193531,25.92000008,215054,20981.0,2024-25,2024-12,406224.0,30498.0,406224,30498.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB028 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.2461665124,0.2357383817,0.1389906555,0.1142056212,0.005379369482,0.2595194578,0.1920565244,0.07213984157,0.07972192801,0.1630167231,0.1563931198,0.2456308833,0.09104097982,0.4677655697,0.5322344303,9.603762627,12.48013687,4.860716343,334012,34779.0,2024-25,2024-12,637364.0,51070.0,637364,51070.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB019 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.275241673,0.2268662453,0.1176637784,0.1349264532,0.007343531586,0.237958312,0.1897922046,0.07213371915,0.07999179008,0.1619554282,0.1555780758,0.2473698003,0.09317898186,0.4677408636,0.5322591662,8.654728889,11.24686337,6.304808617,342356,39557.0,2024-24,2024-11,718284.0,63865.0,718284,63865.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB028 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.2461665124,0.2357383817,0.1389906555,0.1142056212,0.005379369482,0.2595194578,0.1920565244,0.07213984157,0.07972192801,0.1630167231,0.1563931198,0.2456308833,0.09104097982,0.4677655697,0.5322344303,9.603762627,12.48013687,4.860716343,303352,31586.0,2024-26,2024-12,637364.0,51070.0,637364,51070.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG007 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,12.01711655,15.61630249,13.00648689,143150,11912.0,2024-24,2024-11,256186.0,16405.0,256186,16405.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG032 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.4680912793,0.1826874167,0.09372399747,0.08203712106,0.007291682065,0.1661685258,0.185697498,0.06762724617,0.07767256586,0.1598720681,0.1575343672,0.2490444113,0.1025518434,0.4751045406,0.5248954892,10.2495594,13.3193531,25.92000008,152782,14906.0,2024-23,2024-11,274708.0,20624.0,274708,20624.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG007 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,12.01711655,15.61630249,13.00648689,155736,12959.0,2024-25,2024-12,338926.0,21703.0,338926,21703.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDCJP003 - 2,Relojes,Digital,Sí,Ciudad de Mexico,Cuajimalpa de Morelos,Valle de Mexico,0.278680712,0.2413190901,0.1277992427,0.1252873093,0.00557371648,0.2213399261,0.1903412709,0.07215301758,0.08011550475,0.161901409,0.15572168,0.2477565711,0.09201054674,0.4673698843,0.5326300859,11.52485561,14.97660732,4.338274002,320754,27831.0,2024-23,2024-11,732746.0,48926.0,732746,48926.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG008 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,9.515817642,12.3658514,6.908964634,440692,46311.0,2024-26,2024-12,923496.0,74681.0,923496,74681.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDMHG008 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Miguel Hidalgo,Valle de Mexico,0.1471982002,0.2402143031,0.2837181091,0.0569367297,0.004084419925,0.2678482234,0.1637261897,0.05895007676,0.06929579901,0.1757734968,0.1684547361,0.2541739638,0.1096257378,0.4712460935,0.5287538767,9.515817642,12.3658514,6.908964634,294588,30957.0,2024-23,2024-11,658672.0,53265.0,658672,53265.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDAOB021 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Alvaro Obregon,Valle de Mexico,0.3613912463,0.3104949594,0.1503882706,0.02552093752,0.0014089623,0.1507956237,0.1319260149,0.05433447497,0.07036741501,0.1707699756,0.1618602962,0.2679785002,0.1427633231,0.4888226092,0.511177361,12.27887249,15.95645523,6.036065102,404236,32921.0,2024-23,2024-11,731850.0,45865.0,731850,45865.0,campania_8,2024-11-01,2024-12-31
PRUEBA-DDBJZ001 - 1,Relojes,Digital,Sí,Ciudad de Mexico,Benito Juarez,Valle de Mexico,0.221581459,0.3526921272,0.1921501309,0.03206057101,0.002819149988,0.1986965835,0.132346764,0.04798431829,0.06327183431,0.1934860577,0.1818410934,0.2550001616,0.1260697707,0.4833144546,0.5166855454,9.554776192,12.41647911,8.594899178,148652,15557.0,2024-26,2024-12,306306.0,24669.0,306306,24669.0,campania_8,2024-11-01,2024-12-31
